|K-571 (NIST)|,|1932268761508629172347675945465993672149463664853217499328617625725759571144780212268133978522706711834706712800825351461273674974066617311929682421617092503555733685276673|,|0|,|1.7976931348623157e+308|,|0|,|0|
|B-571 (NIST)|,|3864537523017258344695351890931987344298927329706434998657235251451519142289560424536143999389415773083133881121926944486246872462816813070234528288303332411393191105285703|,|0|,|1.7976931348623157e+308|,|0|,|0|
|ansit571k1 (ANSI X9.63)|,|1932268761508629172347675945465993672149463664853217499328617625725759571144780212268133978522706711834706712800825351461273674974066617311929682421617092503555733685276673|,|0|,|1.7976931348623157e+308|,|0|,|0|
|ansit571r1 (ANSI X9.63)|,|3864537523017258344695351890931987344298927329706434998657235251451519142289560424536143999389415773083133881121926944486246872462816813070234528288303332411393191105285703|,|0|,|1.7976931348623157e+308|,|0|,|0|
|sect571k1 (SECG)|,|1932268761508629172347675945465993672149463664853217499328617625725759571144780212268133978522706711834706712800825351461273674974066617311929682421617092503555733685276673|,|0|,|1.7976931348623157e+308|,|0|,|0|
|sect571r1 (SECG)|,|3864537523017258344695351890931987344298927329706434998657235251451519142289560424536143999389415773083133881121926944486246872462816813070234528288303332411393191105285703|,|0|,|1.7976931348623157e+308|,|0|,|0|
|bn542 (Barreto-Naehrig)|,|8098075721811414878105028299024751526203735822988204570759586766702677409513512476606531513682044191052700214290735060579726517341692215080330797439484071453392909|,|0|,|1.7976931348623157e+308|,|0|,|0|
|bn574 (Barreto-Naehrig)|,|34780870876742995377456858134373496984033068311331682913917171552933960384313251034752237791574610238612409960091596304949053522134642445830488254167660733023711241170845709|,|0|,|1.7976931348623157e+308|,|0|,|0|
|bn606 (Barreto-Naehrig)|,|149382560479715729921650870888843346324510370210262391936546251975130529782979972747938509502321484775485784316096253172769695086670946327244936307341349630660052453228888267876614669|,|0|,|1.7976931348623157e+308|,|0|,|0|
|bn638 (Barreto-Naehrig)|,|641593209463000238284923228689168801117629789043238356871360716989515584497239494051781991794252818101344337098690003906272221387599391201666378807960583525233832645565592955122034352630792289|,|0|,|1.7976931348623157e+308|,|0|,|0|
